tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
376,59:02.9,05:19.0,167,E 39 St & 3 Ave,40.7489006,-73.97604882,528,2 Ave & E 31 St,40.74290902,-73.97706058,26460,Subscriber,1977,2
285,59:04.2,03:50.1,3711,E 13 St & Avenue A,40.72966729,-73.98067966,3656,E 2 St & Avenue A,40.72307749,-73.98583621,41250,Subscriber,1992,1
159,59:07.3,01:47.2,212,W 16 St & The High Line,40.74334935,-74.00681753,116,W 17 St & 8 Ave,40.74177603,-74.00149746,30004,Subscriber,1973,1
442,59:09.0,06:31.9,293,Lafayette St & E 8 St,40.73020661,-73.99102628,487,E 20 St & FDR Drive,40.73314259,-73.97573881,31383,Subscriber,1982,1
662,59:12.2,10:15.1,3382,Carroll St & Smith St,40.680611,-73.99475825,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,27598,Subscriber,1993,1
1067,59:15.6,17:02.7,3714,Division Ave & Hooper St,40.70684203,-73.9544354,3042,Fulton St & Utica Ave,40.6794268,-73.9298911,36876,Subscriber,1975,1
666,59:16.6,10:23.3,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,482,W 15 St & 7 Ave,40.73935542,-73.99931783,39703,Subscriber,1986,1
448,59:21.4,06:50.3,3399,7 St & 3 Ave,40.67260298,-73.98983002,3419,Douglass St & 4 Ave,40.6792788,-73.98154004,41628,Subscriber,1991,1
207,59:56.6,03:23.7,3429,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,32474,Subscriber,1986,1
211,00:13.7,03:45.2,150,E 2 St & Avenue C,40.7208736,-73.98085795,410,Suffolk St & Stanton St,40.72066442,-73.98517977,40957,Subscriber,1974,1
570,00:35.3,10:05.6,325,E 19 St & 3 Ave,40.73624527,-73.98473765,247,Perry St & Bleecker St,40.73535398,-74.00483091,40176,Subscriber,1972,1
201,00:38.5,04:00.2,3335,Union St & 4 Ave,40.6772744,-73.98282002,3361,Carroll St & 6 Ave,40.6740886,-73.9787282,33917,Subscriber,1991,1
777,00:45.4,13:42.7,459,W 20 St & 11 Ave,40.746745,-74.007756,529,W 42 St & 8 Ave,40.7575699,-73.99098507,15881,Subscriber,1965,1
480,00:53.0,08:53.3,3080,S 4 St & Rodney St,40.70934,-73.95608,3767,Powers St & Olive St,40.71323,-73.93894,28006,Subscriber,1983,1
1501,01:12.0,26:13.1,280,E 10 St & 5 Ave,40.73331967,-73.99510132,72,W 52 St & 11 Ave,40.76727216,-73.99392888,32252,Subscriber,1993,1
122,01:17.5,03:20.3,533,Broadway & W 38 St,40.75299641,-73.98721619,505,6 Ave & W 33 St,40.74901271,-73.98848395,39764,Subscriber,1975,1
344,01:18.4,07:02.5,3731,W 47 St & 6 Ave,40.758397,-73.98255,495,W 47 St & 10 Ave,40.76269882,-73.99301222,30596,Subscriber,1995,1
487,01:28.6,09:35.7,497,E 17 St & Broadway,40.73704984,-73.99009296,470,W 20 St & 8 Ave,40.74345335,-74.00004031,30664,Subscriber,1963,1
773,01:34.5,14:27.5,3841,Menahan St & Central Ave,40.69543,-73.9196,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,28265,Subscriber,1990,1
239,01:38.4,05:37.7,285,Broadway & E 14 St,40.73454567,-73.99074142,326,E 11 St & 1 Ave,40.72953837,-73.98426726,34981,Subscriber,1966,1
135,01:42.9,03:58.4,453,W 22 St & 8 Ave,40.74475148,-73.99915362,462,W 22 St & 10 Ave,40.74691959,-74.00451887,38109,Subscriber,1968,1
533,01:51.8,10:45.0,3423,West Drive & Prospect Park West,40.66106337,-73.97945255,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,29739,Subscriber,1991,1
1838,01:54.8,32:33.0,3314,W 95 St & Broadway,40.7937704,-73.971888,3357,W 106 St & Amsterdam Ave,40.8008363,-73.96644925,41794,Subscriber,1954,1
543,02:02.2,11:05.9,3423,West Drive & Prospect Park West,40.66106337,-73.97945255,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,16662,Subscriber,1991,2
381,02:04.6,08:26.5,497,E 17 St & Broadway,40.73704984,-73.99009296,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,37416,Subscriber,1965,1
867,02:12.6,16:40.3,526,E 33 St & 5 Ave,40.74765947,-73.98490707,385,E 55 St & 2 Ave,40.75797322,-73.96603308,19789,Subscriber,1977,1
344,02:19.2,08:04.0,504,1 Ave & E 16 St,40.73221853,-73.98165557,536,1 Ave & E 30 St,40.74144387,-73.97536082,27405,Subscriber,1995,1
291,02:19.4,07:10.4,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,3709,W 15 St & 6 Ave,40.73804614,-73.99642959,34397,Subscriber,1977,1
486,02:20.3,10:26.9,459,W 20 St & 11 Ave,40.746745,-74.007756,402,Broadway & E 22 St,40.7403432,-73.98955109,28290,Subscriber,1991,1
469,02:36.5,10:26.3,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,504,1 Ave & E 16 St,40.73221853,-73.98165557,39760,Subscriber,1997,1
367,02:38.8,08:46.5,223,W 13 St & 7 Ave,40.73781509,-73.99994661,237,E 11 St & 2 Ave,40.73047309,-73.98672378,41261,Subscriber,1991,1
899,02:51.9,17:51.6,127,Barrow St & Hudson St,40.73172428,-74.00674436,331,Pike St & Monroe St,40.71173107,-73.99193043,39450,Subscriber,1989,1
1199,02:56.5,22:55.9,468,Broadway & W 56 St,40.7652654,-73.98192338,447,8 Ave & W 52 St,40.76370739,-73.9851615,39441,Subscriber,1980,1
487,03:02.9,11:10.9,497,E 17 St & Broadway,40.73704984,-73.99009296,445,E 10 St & Avenue A,40.72740794,-73.98142006,32764,Subscriber,1991,1
1410,03:04.1,26:34.2,389,Broadway & Berry St,40.71044554,-73.96525063,3901,Stanhope St & Fairview Ave,40.70998,-73.91116,16776,Customer,1969,0
167,03:15.0,06:02.2,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,38195,Subscriber,1995,1
244,03:29.1,07:33.4,3065,Union Ave & Wallabout St,40.70029511,-73.95032283,3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,14629,Subscriber,2000,1
253,03:41.3,07:54.8,3042,Fulton St & Utica Ave,40.6794268,-73.9298911,3052,Lewis Ave & Madison St,40.686312,-73.935775,32203,Subscriber,1992,2
285,04:00.0,08:45.8,477,W 41 St & 8 Ave,40.75640548,-73.9900262,515,W 43 St & 10 Ave,40.76009437,-73.99461843,39593,Subscriber,1962,1
360,04:01.3,10:02.1,439,E 4 St & 2 Ave,40.7262807,-73.98978041,410,Suffolk St & Stanton St,40.72066442,-73.98517977,39744,Subscriber,1996,2
906,04:19.4,19:25.9,479,9 Ave & W 45 St,40.76019252,-73.9912551,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,35618,Subscriber,1966,1
362,04:33.1,10:35.8,3419,Douglass St & 4 Ave,40.6792788,-73.98154004,3329,Degraw St & Smith St,40.6829151,-73.99318208,16101,Subscriber,1990,1
447,04:43.4,12:10.5,515,W 43 St & 10 Ave,40.76009437,-73.99461843,492,W 33 St & 7 Ave,40.75019995,-73.99093085,40749,Subscriber,1984,1
685,05:10.4,16:36.3,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,3735,W 30 St & 10 Ave,40.752694,-74.002353,27683,Subscriber,1978,1
391,05:35.0,12:06.4,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,471,Grand St & Havemeyer St,40.71286844,-73.95698119,40159,Subscriber,1990,1
151,05:49.8,08:21.7,249,Harrison St & Hudson St,40.71870987,-74.0090009,320,Leonard St & Church St,40.717571,-74.005549,39792,Subscriber,1978,1
840,05:50.6,19:51.4,3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,3552,W 113 St & Broadway,40.805973,-73.964928,37255,Subscriber,1978,2
264,05:57.4,10:22.3,3386,1 Pl & Clinton St,40.6809591,-73.99905709,3303,Butler St & Court St,40.6849894,-73.99440329,38981,Subscriber,1979,2
234,06:00.3,09:54.7,326,E 11 St & 1 Ave,40.72953837,-73.98426726,317,E 6 St & Avenue B,40.72453734,-73.98185424,39423,Subscriber,1988,1
927,06:04.9,21:32.8,305,E 58 St & 3 Ave,40.76095756,-73.96724467,285,Broadway & E 14 St,40.73454567,-73.99074142,27907,Subscriber,1998,1
147,06:08.2,08:36.1,3575,Crescent St & 34 Ave,40.76108,-73.930562,3563,28 St & 36 Ave,40.757186,-73.932719,18762,Subscriber,1995,1
699,06:16.1,17:55.9,3340,Wolcott St & Dwight St,40.6753274,-74.0100698,3409,Bergen St & Smith St,40.6867443,-73.99063168,36807,Subscriber,1990,1
255,06:27.0,10:42.6,3318,2 Ave & E 96 St,40.7839636,-73.9471673,3391,E 106 St & 1 Ave,40.7892529,-73.93956237,34256,Subscriber,1982,1
368,06:29.5,12:37.9,247,Perry St & Bleecker St,40.73535398,-74.00483091,3244,University Pl & E 8 St,40.73143724,-73.99490342,35281,Subscriber,1999,1
990,06:48.6,23:19.1,3319,14 St & 5 Ave,40.666287,-73.98895053,3311,Columbia St & Kane St,40.68763155,-74.0016256,21095,Subscriber,1990,1
2413,06:49.9,47:03.6,494,W 26 St & 8 Ave,40.74734825,-73.99723551,464,E 56 St & 3 Ave,40.75934501,-73.96759673,40960,Subscriber,1969,1
390,07:04.0,13:34.5,3359,E 68 St & Madison Ave,40.7691572,-73.96703464,3165,Central Park West & W 72 St,40.77579377,-73.97620574,38924,Subscriber,1966,1
1231,07:26.4,27:58.2,490,8 Ave & W 33 St,40.751551,-73.993934,3243,E 58 St & 1 Ave (NE Corner),40.75892386,-73.96226227,35237,Subscriber,1986,1
754,07:32.0,20:06.5,477,W 41 St & 8 Ave,40.75640548,-73.9900262,478,11 Ave & W 41 St,40.76030096,-73.99884222,18858,Subscriber,1966,1
673,07:43.7,18:57.5,3711,E 13 St & Avenue A,40.72966729,-73.98067966,223,W 13 St & 7 Ave,40.73781509,-73.99994661,41860,Subscriber,1989,1
1198,08:42.0,28:40.7,532,S 5 Pl & S 5 St,40.710451,-73.960876,445,E 10 St & Avenue A,40.72740794,-73.98142006,28018,Subscriber,1978,1
481,08:51.9,16:53.1,3799,6 Ave & W 34 St,40.74964,-73.98805,500,Broadway & W 51 St,40.76228826,-73.98336183,40464,Subscriber,1994,1
220,08:53.0,12:33.2,3078,Broadway & Roebling St,40.70924826,-73.96063149,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,42023,Subscriber,1984,1
1186,08:58.6,28:44.8,532,S 5 Pl & S 5 St,40.710451,-73.960876,445,E 10 St & Avenue A,40.72740794,-73.98142006,27616,Subscriber,1987,2
448,09:06.2,16:34.5,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,379,W 31 St & 7 Ave,40.749156,-73.9916,36534,Subscriber,1980,1
405,09:38.5,16:24.1,307,Canal St & Rutgers St,40.71427487,-73.98990025,320,Leonard St & Church St,40.717571,-74.005549,16824,Subscriber,1991,1
1039,09:48.5,27:08.1,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,295,Pike St & E Broadway,40.71406667,-73.99293911,27453,Subscriber,1970,2
1367,10:25.5,33:13.5,174,E 25 St & 1 Ave,40.7381765,-73.97738662,325,E 19 St & 3 Ave,40.73624527,-73.98473765,16065,Subscriber,1996,1
917,10:29.0,25:46.9,3457,E 58 St & Madison Ave,40.76302594,-73.97209525,507,E 25 St & 2 Ave,40.73912601,-73.97973776,32503,Subscriber,1998,2
340,10:59.2,16:39.6,531,Forsyth St & Broome St,40.71893904,-73.99266288,320,Leonard St & Church St,40.717571,-74.005549,40610,Subscriber,1986,1
803,11:35.2,24:58.8,3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,39272,Subscriber,1977,2
196,11:36.9,14:53.3,295,Pike St & E Broadway,40.71406667,-73.99293911,312,Allen St & Stanton St,40.722055,-73.989111,36181,Subscriber,1997,1
244,11:40.6,15:44.7,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,3905,4 Ave & E 12 St,40.732647,-73.99011,38547,Subscriber,1966,1
409,12:01.4,18:50.6,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,334,W 20 St & 7 Ave,40.74238787,-73.99726235,39442,Subscriber,1962,1
957,12:09.3,28:07.0,3159,W 67 St & Broadway,40.77492513,-73.98266566,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,39598,Subscriber,1985,2
446,12:09.7,19:36.5,3080,S 4 St & Rodney St,40.70934,-73.95608,3086,Graham Ave & Conselyea St,40.715143,-73.944507,28784,Subscriber,1988,1
4294,12:25.6,24:00.5,3399,7 St & 3 Ave,40.67260298,-73.98983002,3588,Vernon Blvd & 10 St,40.7671863,-73.9373554,34167,Subscriber,1985,1
507,12:34.4,21:02.4,3749,Lexington Ave & E 36 St,40.74757396,-73.97880077,385,E 55 St & 2 Ave,40.75797322,-73.96603308,41697,Subscriber,1983,1
760,12:39.6,25:20.1,265,Stanton St & Chrystie St,40.72229346,-73.99147535,350,Clinton St & Grand St,40.71559509,-73.9870295,15790,Customer,1980,1
445,12:59.0,20:25.0,237,E 11 St & 2 Ave,40.73047309,-73.98672378,302,Avenue D & E 3 St,40.72082834,-73.97793172,41261,Subscriber,1994,1
323,13:27.3,18:50.9,473,Rivington St & Chrystie St,40.72110063,-73.9919254,150,E 2 St & Avenue C,40.7208736,-73.98085795,31169,Subscriber,1996,1
416,13:59.4,20:56.0,3422,Columbia St & Degraw St,40.6859296,-74.00242364,3342,Pioneer St & Richards St,40.6777748,-74.0094613,21715,Subscriber,1980,1
1171,14:03.3,33:34.4,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,3820,Willoughby Ave & Myrtle Ave,40.69757,-73.93098,15238,Customer,1969,0
167,14:10.3,16:57.5,3628,Lenox Ave & W 117 St,40.8025566,-73.9490782,3501,E 118 St & Madison Ave,40.8014866,-73.9442507,38239,Subscriber,1970,1
2313,14:13.8,52:47.3,3864,Central Ave & Covert St,40.68929,-73.90951,349,Rivington St & Ridge St,40.71850211,-73.98329859,34346,Subscriber,1991,1
325,14:22.6,19:48.1,492,W 33 St & 7 Ave,40.75019995,-73.99093085,472,E 32 St & Park Ave,40.7457121,-73.98194829,19973,Subscriber,1956,1
356,14:34.1,20:30.6,3779,Hart St & Wyckoff Ave,40.704876,-73.919911,3887,Flushing Ave & Woodward Ave,40.71246,-73.91873,39291,Subscriber,1979,1
275,14:43.9,19:19.1,326,E 11 St & 1 Ave,40.72953837,-73.98426726,507,E 25 St & 2 Ave,40.73912601,-73.97973776,34981,Subscriber,1995,1
2020,14:59.0,48:39.4,224,Spruce St & Nassau St,40.71146364,-74.00552427,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,36388,Subscriber,1986,2
725,14:59.2,27:04.5,454,E 51 St & 1 Ave,40.75455731,-73.96592976,3376,E 65 St & 2 Ave,40.76471852,-73.9622207,40049,Customer,1969,0
934,15:08.1,30:43.1,432,E 7 St & Avenue A,40.72621788,-73.98379855,316,Fulton St & William St,40.70955958,-74.00653609,38440,Subscriber,1997,1
77,15:28.4,16:45.8,3150,E 85 St & York Ave,40.77536905,-73.94803392,3369,E 82 St & East End Ave,40.7724607,-73.9468208,39459,Subscriber,2002,1
794,15:33.0,28:47.6,376,John St & William St,40.70862144,-74.00722156,3746,6 Ave & Broome St,40.72430832,-74.00473036,37334,Subscriber,1998,1
515,15:48.5,24:24.0,3860,Wilson Ave & Troutman St,40.70166,-73.92754,3866,Wilson Ave & Moffat St,40.68906,-73.90506,27935,Subscriber,1995,1
168,15:54.4,18:42.7,3236,W 42 St & Dyer Ave,40.75898481,-73.99379969,478,11 Ave & W 41 St,40.76030096,-73.99884222,38170,Subscriber,1974,1
816,16:07.4,29:43.7,376,John St & William St,40.70862144,-74.00722156,3746,6 Ave & Broome St,40.72430832,-74.00473036,18888,Customer,1969,0
1233,16:36.2,37:10.1,476,E 31 St & 3 Ave,40.74394314,-73.97966069,492,W 33 St & 7 Ave,40.75019995,-73.99093085,37422,Subscriber,1979,1
875,16:49.3,31:24.9,3526,31 St & 23 Ave,40.7747878,-73.9125551,3532,Ditmars Blvd & 19 St,40.78145,-73.9183302,18831,Subscriber,2001,1
581,17:22.7,27:04.2,305,E 58 St & 3 Ave,40.76095756,-73.96724467,513,W 56 St & 10 Ave,40.768254,-73.988639,39052,Subscriber,1969,1
203,17:44.3,21:08.2,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,3150,E 85 St & York Ave,40.77536905,-73.94803392,41062,Subscriber,1990,1
453,17:49.4,25:23.3,3403,4 Ave & 9 St,40.6705135,-73.98876585,3342,Pioneer St & Richards St,40.6777748,-74.0094613,28457,Subscriber,1964,1
383,17:49.5,24:13.1,3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,3579,Sterling Pl & Bedford Ave,40.672695,-73.954131,27837,Subscriber,1989,2
580,18:02.3,27:42.7,3402,Court St & State St,40.6902375,-73.99203074,3429,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,40569,Subscriber,1990,1
161,18:02.4,20:44.3,3746,6 Ave & Broome St,40.72430832,-74.00473036,3746,6 Ave & Broome St,40.72430832,-74.00473036,40802,Subscriber,1956,1
442,18:49.0,26:11.2,128,MacDougal St & Prince St,40.72710258,-74.00297088,312,Allen St & Stanton St,40.722055,-73.989111,35941,Subscriber,1993,1
574,19:03.7,28:38.1,507,E 25 St & 2 Ave,40.73912601,-73.97973776,150,E 2 St & Avenue C,40.7208736,-73.98085795,41176,Subscriber,1996,1
1408,19:26.9,42:55.8,455,1 Ave & E 44 St,40.75001986,-73.96905301,3892,38 Ave & 29 St,40.75473,-73.93367,39877,Subscriber,1973,2
598,19:44.2,29:43.2,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,514,12 Ave & W 40 St,40.76087502,-74.00277668,34267,Subscriber,1992,2
465,20:01.9,27:47.2,311,Norfolk St & Broome St,40.7172274,-73.98802084,3711,E 13 St & Avenue A,40.72966729,-73.98067966,15942,Subscriber,1995,1
686,20:02.8,31:29.1,3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,3379,E 103 St & Lexington Ave,40.7903051,-73.94755757,33040,Subscriber,1967,2
383,20:08.5,26:32.4,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,311,Norfolk St & Broome St,40.7172274,-73.98802084,35363,Subscriber,1945,1
913,21:17.6,36:30.9,3746,6 Ave & Broome St,40.72430832,-74.00473036,483,E 12 St & 3 Ave,40.73223272,-73.98889957,17612,Subscriber,1956,1
906,21:19.0,36:25.7,3746,6 Ave & Broome St,40.72430832,-74.00473036,483,E 12 St & 3 Ave,40.73223272,-73.98889957,30264,Customer,2000,1
723,21:19.4,33:22.8,3580,St Johns Pl & Washington Ave,40.6737236,-73.9631611,3423,West Drive & Prospect Park West,40.66106337,-73.97945255,32922,Subscriber,1991,2
426,21:35.3,28:41.8,3085,Roebling St & N 4 St,40.71469,-73.95739,3094,Graham Ave & Withers St,40.7169811,-73.94485918,18190,Subscriber,1989,2
944,21:41.9,37:26.1,526,E 33 St & 5 Ave,40.74765947,-73.98490707,385,E 55 St & 2 Ave,40.75797322,-73.96603308,28150,Subscriber,1984,2
841,21:53.7,35:54.9,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,445,E 10 St & Avenue A,40.72740794,-73.98142006,28397,Subscriber,1968,2
608,21:57.9,32:06.9,494,W 26 St & 8 Ave,40.74734825,-73.99723551,435,W 21 St & 6 Ave,40.74173969,-73.99415556,34338,Subscriber,1991,1
140,22:08.3,24:29.1,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,440,E 45 St & 3 Ave,40.75255434,-73.97282625,33189,Subscriber,1989,2
847,22:31.8,36:39.0,265,Stanton St & Chrystie St,40.72229346,-73.99147535,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,32004,Subscriber,1983,1
137,22:31.9,24:49.0,312,Allen St & Stanton St,40.722055,-73.989111,531,Forsyth St & Broome St,40.71893904,-73.99266288,29773,Subscriber,1987,2
1402,23:07.3,46:30.2,447,8 Ave & W 52 St,40.76370739,-73.9851615,173,Broadway & W 49 St,40.76068327,-73.98452729,39441,Subscriber,1980,1
312,23:34.3,28:46.6,3463,E 16 St & Irving Pl,40.73536706,-73.98797393,487,E 20 St & FDR Drive,40.73314259,-73.97573881,40722,Subscriber,1993,1
307,23:41.5,28:49.4,3463,E 16 St & Irving Pl,40.73536706,-73.98797393,487,E 20 St & FDR Drive,40.73314259,-73.97573881,27808,Subscriber,1995,1
397,23:51.2,30:28.8,3874,Menahan St & Seneca Ave,40.70461,-73.91054,3875,Stephen St & Seneca Ave,40.6988,-73.9007,31153,Subscriber,1989,1
795,24:06.5,37:21.8,3740,W Broadway & W Houston St,40.726378,-74.000472,195,Liberty St & Broadway,40.70905623,-74.01043382,34997,Subscriber,1986,1
556,24:16.5,33:32.9,3707,Lexington Ave & E 26 St,40.741459,-73.983293,494,W 26 St & 8 Ave,40.74734825,-73.99723551,39666,Subscriber,1975,1
102,24:50.2,26:32.4,469,Broadway & W 53 St,40.76344058,-73.98268129,468,Broadway & W 56 St,40.7652654,-73.98192338,40115,Subscriber,1980,2
1267,24:57.5,46:04.9,267,Broadway & W 36 St,40.75097711,-73.98765428,386,Centre St & Worth St,40.71494807,-74.00234482,27557,Subscriber,1985,1
1154,25:07.6,44:22.6,412,Forsyth St & Canal St,40.7158155,-73.99422366,536,1 Ave & E 30 St,40.74144387,-73.97536082,41499,Subscriber,1987,1
879,25:21.1,40:00.6,254,W 11 St & 6 Ave,40.73532427,-73.99800419,174,E 25 St & 1 Ave,40.7381765,-73.97738662,28930,Subscriber,1992,1
185,25:26.1,28:31.9,3851,Metropolitan Ave & Stewart Ave,40.71401,-73.92793,3816,Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323,28785,Subscriber,1967,1
399,25:33.8,32:13.5,435,W 21 St & 6 Ave,40.74173969,-73.99415556,3707,Lexington Ave & E 26 St,40.741459,-73.983293,38902,Subscriber,1978,1
458,26:34.4,34:13.2,3315,Henry St & Degraw St,40.6847514,-73.99917254,3728,Pierrepont St & Monroe Pl,40.69535693,-73.99344027,38428,Subscriber,1993,2
2244,27:04.7,04:28.7,326,E 11 St & 1 Ave,40.72953837,-73.98426726,503,E 20 St & Park Ave,40.73827428,-73.98751968,36387,Subscriber,1999,1
1507,27:21.6,52:29.4,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,35618,Subscriber,1999,1
121,27:22.7,29:24.3,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,30363,Subscriber,1994,1
777,27:26.7,40:23.8,3255,8 Ave & W 31 St,40.75058535,-73.99468482,440,E 45 St & 3 Ave,40.75255434,-73.97282625,36540,Subscriber,1995,2
408,27:30.8,34:18.9,3376,E 65 St & 2 Ave,40.76471852,-73.9622207,454,E 51 St & 1 Ave,40.75455731,-73.96592976,36676,Customer,1969,0
290,27:41.7,32:32.0,494,W 26 St & 8 Ave,40.74734825,-73.99723551,466,W 25 St & 6 Ave,40.74395411,-73.99144871,35152,Subscriber,1961,1
991,27:55.7,44:27.0,468,Broadway & W 56 St,40.7652654,-73.98192338,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,33815,Subscriber,1980,2
343,28:00.9,33:44.1,3088,Union Ave & Jackson St,40.7160751,-73.952029,3016,Kent Ave & N 7 St,40.72036775,-73.96165073,15377,Subscriber,1990,1
230,28:15.2,32:06.2,307,Canal St & Rutgers St,40.71427487,-73.98990025,342,Columbia St & Rivington St,40.71739973,-73.98016555,39385,Subscriber,1990,1
449,28:20.6,35:50.0,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,3116,Huron St & Franklin St,40.73266,-73.95826,40955,Subscriber,1992,1
238,28:46.2,32:44.7,376,John St & William St,40.70862144,-74.00722156,415,Pearl St & Hanover Square,40.7047177,-74.00926027,29327,Subscriber,1960,1
1526,28:47.3,54:14.2,412,Forsyth St & Canal St,40.7158155,-73.99422366,3537,Carlton Ave & Dean St,40.6809741,-73.9710097,30796,Subscriber,1989,1
249,28:49.9,32:59.1,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,33129,Subscriber,1972,1
1125,28:55.8,47:41.0,3816,Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323,3078,Broadway & Roebling St,40.70924826,-73.96063149,37238,Subscriber,1967,1
318,29:12.5,34:31.1,394,E 9 St & Avenue C,40.72521311,-73.97768752,349,Rivington St & Ridge St,40.71850211,-73.98329859,30241,Subscriber,1996,2
380,29:12.7,35:33.6,3712,W 35 St & Dyer Ave,40.75469175,-73.99740189,515,W 43 St & 10 Ave,40.76009437,-73.99461843,38301,Subscriber,1983,2
2188,29:14.2,05:42.4,3002,South End Ave & Liberty St,40.711512,-74.015756,3423,West Drive & Prospect Park West,40.66106337,-73.97945255,41377,Subscriber,1989,1
798,29:23.4,42:41.5,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,3646,35 Ave & 10 St,40.76315482,-73.9398551,15899,Subscriber,1989,1
237,29:37.6,33:35.2,462,W 22 St & 10 Ave,40.74691959,-74.00451887,435,W 21 St & 6 Ave,40.74173969,-73.99415556,38109,Subscriber,1976,1
385,29:42.1,36:07.4,3356,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,40153,Subscriber,1989,2
1131,29:51.7,48:43.6,251,Mott St & Prince St,40.72317958,-73.99480012,504,1 Ave & E 16 St,40.73221853,-73.98165557,17418,Subscriber,1988,1
113,29:54.7,31:48.3,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,3244,University Pl & E 8 St,40.73143724,-73.99490342,38394,Subscriber,1989,1
97,30:01.7,31:38.9,3674,Jay St & York St,40.70140317,-73.9867267,2000,Front St & Washington St,40.70255088,-73.98940236,31641,Subscriber,1960,1
292,30:41.6,35:34.3,504,1 Ave & E 16 St,40.73221853,-73.98165557,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,41004,Subscriber,1989,1
1117,30:47.5,49:24.9,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,372,Franklin Ave & Myrtle Ave,40.69454609,-73.95801365,33116,Customer,1997,1
1797,31:16.2,01:13.8,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,447,8 Ave & W 52 St,40.76370739,-73.9851615,39957,Customer,1992,1
493,31:24.8,39:38.0,3549,Grand Ave & Bergen St,40.678045,-73.962408,3335,Union St & 4 Ave,40.6772744,-73.98282002,36335,Subscriber,1994,1
88,31:26.7,32:55.4,523,W 38 St & 8 Ave,40.75466591,-73.99138152,523,W 38 St & 8 Ave,40.75466591,-73.99138152,34925,Subscriber,1978,1
1302,31:27.9,53:10.0,492,W 33 St & 7 Ave,40.75019995,-73.99093085,3325,E 95 St & 3 Ave,40.7849032,-73.950503,33768,Subscriber,1991,1
679,31:40.7,42:59.7,295,Pike St & E Broadway,40.71406667,-73.99293911,504,1 Ave & E 16 St,40.73221853,-73.98165557,33816,Subscriber,1996,1
974,32:04.2,48:19.1,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,33910,Subscriber,1967,1
696,32:18.4,43:54.8,401,Allen St & Rivington St,40.72019576,-73.98997825,536,1 Ave & E 30 St,40.74144387,-73.97536082,34292,Subscriber,1990,2
